Section Order,Section Name,Section Description,Section Reference,Section Tags,Entry Order,Entry Question,Entry Name,Entry Description,Entry Reference,Entry Tags,Response,Entry Response Type,Response Label,Enum Values,Cell Reference
8,Security,,,,9,Do you have a disaster recovery / business continuity plan?,,,,,"<p>Business continuity testing is part of HubSpot normal processing. HubSpot recovery processes are validated continuously through normal maintenance and support processes. We follow rapid deploy principles, so we create / destroy many instances as part of our regular daily maintenance and growth. We use those exact same procedures in a recovery scenario, allowing us to practice our recovery process every day.</p>
<p>HubSpot primarily relies on infrastructure redundancy, real time replication and backups. Disaster recovery testing is part of HubSpot normal processing.&nbsp; Data is replicated and backed up in multiple durable data-stores across data-center providers to add an additional level of both geographically dispersed off-site as well as off-vendor protection. Web hosting and public content have a fully redundant web and database infrastructure in 2 diverse US regions.&nbsp; Backend applications are operated in 5 zones of our primary hosting provider. HubSpot also depends on DR/BCP plans of the many cloud service providers it leverages for both product and internal infrastructure. Our outsourced data center facilities have numerous environmental hazard safeguards in place, and their continuity and recovery plans have been independently validated as part of the providers' SOC 2 and ISO 27001 certifications.</p>
<p>We believe our web-hosting and data-capture platforms to be mission critical.&nbsp; We provide coverage 24 x 7 x 365 in order to provide the highest level of service to our customers and provide transparency to any customer impacting situations.</p>
<p>&nbsp;</p>
<p>Source: <a href=""https://www.hubspot.com/hubfs/security_documents/HubSpot_Security_Overview_v9.1_en.pdf"">Security Overview</a></p>",string,,,
8,Security,,,,10,Do you have an SLA? What is your history regarding % availability?,,,,,"<p>Our products have a 99.99% uptime over the past 18+ months. For more information, please check out our Uptime post (<a href=""http://www.hubspot.com/products/uptime-security-speed"">http://www.hubspot.com/<wbr>products/uptime-security-speed</a><wbr>). We don't offer availability SLAs, RTO, or RPO metrics contractually. As part of our transparency goals, we provide information about all customer impacting situations on our site,&nbsp;<a href=""http://trust.hubspot.com/"">http://trust.hubspot.com</a>. Situations are detailed as soon as they're identified and updated as new information becomes available.</p>",string,,,
8,Security,,,,11,What solutions does HubSpot offer? Is it a cloud solution?,,,,,"<p>HubSpot provides a highly scalable, multi-tenant SaaS solution. Customers benefit from rapidly advancing feature sets and keen focus on integrated and intuitive interfaces for managing their marketing and sales initiatives. The primary HubSpot product infrastructure is built in single-tenant or virtual private cloud (VPC) environments. This architecture provides an additional layer of segmentation and isolation from other tenants in the data centers where our infrastructure is hosted. This architecture supports all of our marketing and CRM customers.</p>
<p>&nbsp;</p>
<p>Source:&nbsp;<a href=""https://www.hubspot.com/hubfs/security_documents/HubSpot_Security_Overview_v9.1_en.pdf"">Security Overview</a></p>",string,,,
8,Security,,,,12,What is the technology running HubSpot?,,,,,"<p>From a development perspective, we have standardized around a Java stack. The products are built around a MySQL and HBase database infrastructure, Dropwizard application containers and Nginx web servers. All primary product instances reside on Linux operating systems. We perform high levels of automation and redunancy through our use of the Mesos clustering technology.</p>
<p>From Hubspot Product Blog:&nbsp;</p>
<p><span style=""color: #797979 ; font-size: 16px"">The HubSpot products are comprised from 300+ different web services, and dozens of static front-end apps. Together these&nbsp;</span><a style=""color: #1da1db ; font-size: 16px ; text-decoration: none"" href=""http://martinfowler.com/articles/microservices.html"">microservices</a><span style=""color: #797979 ; font-size: 16px"">&nbsp;form the products our customers buy. Most web services are written in Java using the Dropwizard framework, and the front-end largely uses Backbone and React in CoffeeScript. A single team will likely own several services. The exact scope of a service ranges but having more than ~5 actively contributing developers can lead to coordination overhead. Services communicate through RESTful JSON APIs or leveraging a messaging system like Apache Kafka.</span></p>
<p>&nbsp;</p>
<p>Source: <a href=""http://product.hubspot.com/blog/how-we-built-our-stack-for-shipping-at-scale"">Product Blog</a></p>",string,,,
8,Security,,,,13,Does HubSpot support SSO (Single Sign on)?,,,,,"<p>
	Single Sign On is different things to different people. I wouldn’t answer “yes” to that question per se because the SSO option a given customer needs may not be available.&nbsp;
</p>
<ul>
	<li>We don’t have a SAML integration option (i.e., like how Okta works), which is what some customers are looking for.&nbsp;</li>
	<li>We don’t publish an ADFS integration, which is what a number of customers would like.&nbsp;</li>
	<li>We do, however, give Google Apps users a means of logging in with their Google accounts instead of setting a password, which is a singular sign on activity.&nbsp;</li>
</ul>
<p>Because the answer is nuanced, there’s not an obvious and unequivocal “yes”, but the Google login option is a possible answer. There’s no technical harm in saying a flat “no”, which is what <a href=""https://knowledge.hubspot.com/articles/kcs_article/account/can-i-use-single-sign-on-sso-with-hubspot"">the blog post</a> says, but that lacks the nuance.
</p>
<p>Source: Ryan Stinson
</p>",string,,,
8,Security,,,,14,What is the required password strength for a HubSpot password?,,,,,"<p>A HubSpot password must be at least 8 characters long and have at least one numerical and one upper case character.</p>
<p>source is our password creation screen as of 3/29/2017</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><img src=""/asset/103297?token=QYUb3RdlE9SRivdhKgxLXibDHkg2v8BdtcwsNa97zlM%3D""></p>
<p>&nbsp;</p>
<p>Source: Peter took a screenshot of our password setup process</p>",string,,,
8,Security,,,,15, Can you install Sales Extension (sidekick) on a secure network,,,,,"<p><strong>Question from Agency</strong>
</p>
<p><em>This company is logging into a secure Citrix server to access their network. They all have roaming profiles. How can we secure they have Sidekick installed inside Citrix?</em>
</p>
<p><em>When installing Sidekick with the 1-click .exe file a secondary config file is created, with what I think information about the logged in users Outlook and computer settings. IT has a site where employees can download approved software. When one users installs Sidekick, the config file will be created on an shared area. The first user will get Sidekick installed, any other users will have their instalment failed due to the config file that was created doesn’t match. Is there another instalment option for Sidekick that doesn’t have the 1-click instalment with the config file that gets created? Maybe just a temp one that gets deleted once Sidekick is installed?<u></u><u></u></em>
</p>
<p><em><u></u></em><em>Any other way to install Sidekick on a secure network you can suggest?</em>
</p>
<p><br>
</p>
<p><strong>Response from Zack</strong>
</p>
<p>This is not something that's possible.&nbsp; We've had people ask about this type of thing in the past and the engineering team is not going to break apart the executable or change it to accommodate this sort of thing.&nbsp;
</p>
<p><u></u>
</p>
<p><u></u>
</p>
<p>Source:email conversation with Zack&nbsp;
</p>",string,,,
8,Security,,,,16,Is HubSpot Safe Harbor EU compliant? ,Safe Harbor Compliance,,,,"<p>Yes but safe harbor is defunct,&nbsp;more relevant we participate in the EU-US. Privacy shield framework which effectively takes the place of safe harbor. &nbsp;
</p>
<p>Here is the record of stating our compliance from the wiki:&nbsp;<a href=""https://wiki.hubspotcentral.net/pages/viewpage.action?pageId=105165399"">https://wiki.hubspotcentral.net/pages/viewpage.action?pageId=105165399</a>
</p>
<p>Here is the explanation from the wiki on what it means:&nbsp;&nbsp;<a href=""https://wiki.hubspotcentral.net/display/LEGAL/Adopting+the+Privacy+Shield"">https://wiki.hubspotcentral.net/display/LEGAL/Adopting+the+Privacy+Shield</a>
</p>",string,,,
8,Security,,,,17,Does Hubspot use third party cookies? ,,,,,"<p>No, hubspot only uses first party cookies.
</p>
<p><strong>What is a Cookie?</strong>
</p>
<p>Cookies are files data files placed on a computer by a website when you visit the website. They enable functionality such as not having to log into site every time you change the page you are viewing.&nbsp;
</p>
<p><strong>What is the difference between first and third party cookies?</strong>
</p>
<p>All cookies have a owner which tells you who the cookie belongs to. If the cookie belongs to the site that you visited it is a ""first-party"" cookie. For example, when you visit <a href=""https://www.hubspot.com"">www.hubspot.com</a> and we place a cookie it is a first party cookie.&nbsp;
</p>
<p>If you visit <a href=""https://www.mydomain.com"">www.mydomain.com</a>&nbsp;and it places a cookie that belongs to <a href=""https://www.notmydomain.com"">www.notmydomain.com</a>&nbsp;then this cookie is referred to as a ""third-party"" cookie.&nbsp;
</p>
<p><strong>Why Does it Matter?</strong>
</p>
<p>Certain browsers will block third-party cookies due to security reasons. Our analytics are based on cookies. If Hubspot did not enable its customers to deploy first-party cookies it would affect the analytics we provides on pages visits.
</p>
<p><strong>Sources:</strong>
</p>
<p><a href=""https://blog.hubspot.com/customers/bid/109288/Analytics-Tracking-and-Privacy-What-you-should-know"">Analytics Tracking and Privacy: What you should know</a>
</p>
<p><a href=""http://www.opentracker.net/article/third-party-cookies-vs-first-party-cookies"">Third-Party versus First-Party Cookies</a>
</p>
<p><br>
</p>",string,,,
8,Security,,,,18,Does HubSpot encrypt data at rest?  If So what is the level/type of encryption. ,,,,,"<p>Certain information is encrypted or hashed at rest, based on the sensitivity of the information. For instance, user passwords are hashed and certain email features work by encrypting message data at rest. Other information, like public web content or contact records, are not encrypted at rest.&nbsp;</p>
<p>&nbsp;</p>
<p>--passwords are hashed using 5000-round SHA256 with a standard Java library</p>
<p>--other at-rest encryption solutions, like the table-level encryption for password hashes, integration tokens, etc use standard AES libraries&nbsp;</p>
<p>Source:&nbsp;<a href=""https://www.hubspot.com/hubfs/security_documents/HubSpot_Security_Overview_v9.1_en.pdf"">Security Overview</a></p>",string,,,
8,Security,,,,19,How long do we keep backup of data that get deleted by customers?,,,,,"<p>Response from Ryan Stinson:</p>
<blockquote><span style=""font-size: 14px"">Backups can exist for no longer than 7 months, although I think there&rsquo;s some small variation between applications</span></blockquote>
<blockquote><span style=""font-size: 14px"">Source: <a href=""https://www.hubspot.com/hubfs/security_documents/HubSpot_Security_Overview_v9.1_en.pdf"">Security Overview</a>&nbsp;section 4.5.2</span></blockquote>",string,,,
8,Security,,,,20,Does HubSpot offer Two Factor Authentication ( 2-Factor Authentication),,,,in-beta,"<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px""><span style=""color: #000000 ; background-color: transparent"">What is it?</span></p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px""><span style=""color: #000000 ; background-color: transparent"">Two-factor Authentication allows users to add an extra layer of security on top of their username and password when logging into HubSpot by requiring verification of the login through a second linked device like an SMS message or through Google Authenticator.</span></p>
<p>&nbsp;</p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px""><span style=""color: #000000 ; background-color: transparent""><img class=""CToWUd a6T"" src=""https://lh3.googleusercontent.com/R0dlFh6wC_jUhWAo-OU9RcckIvAusd8u1XUgYglfC4SJpd07WkxcyefDKV6E0GlvMusektGyOPQGFky-x50pbqQXnF2w2OlzSsoL-qpxOV6u8sRkd2tKSueSlDO0Q1-2IKGAN4mk"" alt=""Screen Shot 2017-11-10 at 10.57.45 AM.png"" width=""624"" height=""320""></span></p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px""><span style=""color: #000000 ; background-color: transparent"">Why it matters</span></p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px""><span style=""color: #000000 ; background-color: transparent"">While usernames and passwords have long been the standard method of securing accounts online, the added layer of security offered by two-factor authentication is becoming more and more common. Because two-factor authentication requires that someone logging into an account has access to a physical object known to belong to the owner, the risk of a potential intruder gaining access to an account is much lower.</span></p>
<p>&nbsp;</p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px""><span style=""color: #000000 ; background-color: transparent"">How it works</span></p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px""><span style=""color: #000000 ; background-color: transparent"">Setting up two-factor authentication in HubSpot is very straightforward.</span></p>
<p>&nbsp;</p>
<ul style=""color: #222222 ; font-size: 12.8px"">
<li dir=""ltr"" style=""color: #000000 ; background-color: transparent"">
<p dir=""ltr""><span style=""background-color: transparent"">First, keep in mind that HubSpot&rsquo;s two-factor authentication is only enforced for logins using your HubSpot username & password, not for folks who use Google to sign in.</span></p>
</li>
</ul>
<p>&nbsp;</p>
<ul style=""color: #222222 ; font-size: 12.8px"">
<li dir=""ltr"" style=""color: #000000 ; background-color: transparent"">
<p dir=""ltr""><span style=""background-color: transparent"">To set it up, login to HubSpot, and click the face menu in the upper right corner of the navigation, then click &ldquo;Profile & Preferences&rdquo;.</span></p>
</li>
</ul>
<p>&nbsp;</p>
<ul style=""color: #222222 ; font-size: 12.8px"">
<li dir=""ltr"" style=""color: #000000 ; background-color: transparent"">
<p dir=""ltr""><span style=""background-color: transparent"">Click &ldquo;Security&rdquo;.</span></p>
</li>
</ul>
<p>&nbsp;</p>
<ul style=""color: #222222 ; font-size: 12.8px"">
<li dir=""ltr"" style=""color: #000000 ; background-color: transparent"">
<p dir=""ltr""><span style=""background-color: transparent"">In the two-factor authentication section, follow the steps to set it up. The process is straightforward and only takes a couple of minutes. You&rsquo;ll need access to the device you intend to use as your other factor (e.g., your mobile phone with SMS, or the Google Authenticator app.)</span></p>
</li>
</ul>
<p>&nbsp;</p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px""><span style=""color: #000000 ; background-color: transparent"">Once two-factor authentication is set up, on login the user will be prompted to enter a code that is delivered to the other device.</span></p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px""><span style=""color: #000000 ; background-color: transparent""><img class=""CToWUd a6T"" src=""https://lh5.googleusercontent.com/QzJx-OYr9pK-exT6j6764Wmzwr3k59NjFfFw-POYmZTm0mNgwySFArh_FKXP5dtT06c-2tFPz4q3ABKL090R7ml_YQ1BTLTnhn_w0mdDkkRu7bl2NnOkhbRiC-bukHBSqkKeal3h"" width=""387"" height=""410""></span></p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px""><span style=""color: #000000 ; background-color: transparent"">[</span><a style=""color: #1155cc"" href=""https://cdn2.hubspot.net/hubfs/53/twofa.png""><span style=""background-color: transparent"">twofa.png</span></a><span style=""color: #000000 ; background-color: transparent"">]</span></p>
<p>&nbsp;</p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px""><span style=""color: #000000 ; background-color: transparent"">Who gets it </span></p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px""><span style=""color: #000000 ; background-color: transparent"">Two-factor Authentication is currently in a volume beta with paid HubSpot customers. When it moves to being fully live, it will be available in all HubSpot portals. </span></p>
<p>&nbsp;</p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px""><span style=""background-color: transparent"">Want to subscribe or unsubscribe to product notification emails?</span><a style=""color: #1155cc"" href=""http://t.signauxsept.com/e1t/c/5/f18dQhb0S7lC8dDMPbW2n0x6l2B9nMJW7t5XX4653lLdW1px0w44Xq_BMW2zhrDH56dxlwdPHx-s02?t=https%3A%2F%2Fgroups.google.com%2Fa%2Fhubspot.com%2Fforum%2F%3Fhl%3Den%23!forum%2Fproductnotifications-groups&si=4539442201100288&pi=4f305ea2-7a2c-4225-cb5e-75c26b64c909""> <span style=""color: #6611cc ; background-color: transparent"">Go to this Google group</span></a><span style=""background-color: transparent""> then click the &ldquo;join&rdquo; button to subscribe or the settings menu to leave.</span></p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px"">&nbsp;</p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px""><span style=""background-color: transparent"">Source: <a href=""https://groups.google.com/a/hubspot.com/d/msg/productnotifications-groups/MV3DsWRRYto/2R6MaGBhAAAJ"">Product Notifications</a></span></p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px"">&nbsp;</p>
<p dir=""ltr"" style=""color: #222222 ; font-size: 12.8px"">&nbsp;</p>",string,,,
8,Security,,,,21,How long did it take from the announcement of Heartbleed or other major security vulnerabilities and cure time?,,,,,"<p>
	To use a more recent example, CVE-2015-7547 was a very serious SSH vulnerability announced in February 2016. From the time we were aware of the announcement and availability of a patch in the late morning, <u>it took approximately 45 minutes to address the issue across the HubSpot products.</u> There are other examples of issues we've discovered internally in which the response time has been similar. <u>Because our environment is heavily mechanized and flexible, we are able to quickly respond to many kinds of issues that we identify internally or that exist in 3rd party components (e.g., SSH daemon) we leverage.</u>
</p>
<p><br>
</p>
<p>Answer above provided by the Security team.
</p>",string,,,
8,Security,,,,22,Is it possible to get a summary of pen test results?,,,,,"<p>HubSpot implemented a multi-level vulnerability management program. Application dynamic vulnerability scanning against our web applications and static code analysis against our code repositories are performed daily. Infrastructure vulnerability scanning is performed continuously. In addition, HubSpot engages with industry-recognized 3rd party penetration testing vendors to perform a total of 4 annual penetration tests against HubSpot's infrastructure and applications. <u>HubSpot does not share detailed potential or actual vulnerability details with current or prospective clients.</u>
</p>
<p><br>
</p>
<p><u></u>Answer above provided by the Security team.
</p>",string,,,
8,Security,,,,23,"It states that your partners have SOC II reports, do you also have these?",,,,,"<p><u>HubSpot is certified by TRUSTe for Enterprise Privacy</u> (https://privacy.truste.com/privacy-seal/HubSpot-Inc-/validation?rid=edeef904-c1be-4bf2-9593-e668b3295b73). We were also <u>rated as ""Enterprise Ready""</u> (https://www.skyhighnetworks.com/press/skyhigh-cloudtrust-program-establishes-industrys-objective-comprehensive-security-assessment-cloud-services/) by leading cloud assurance provider, Skyhigh. We are not directly certified according to SSAE16 or ISO 27001 standards. However, we host our products with trusted data center providers who maintain SOC 2 Type II, ISO 27001 and many other security certifications. Our data center providers make their compliance documents available on their sites. Please check out the following:
</p>
<p><a href=""http://aws.amazon.com/compliance/"">http://aws.amazon.com/compliance/</a>
</p>
<p><br>
</p>
<p>Above answer provided by the Security team.
</p>",string,,,
8,Security,,,,24,"In case a server housing our data goes down, what's the recovery time?",,,,,"<p>HubSpot primarily relies on infrastructure redundancy across multiple datacenters availability zones. Data is replicated and backed up in multiple durable data-stores. All infrastrcture, from web hosting to backend systems have a fully redundant web and database infrastructure in at least 3 zones of our primary hosting provider. Many data types needed in case of catastrophic failure are also replicated to other providers to ensure multi-vendor redundancy.
</p>
<p>If an entire region were to become unavailable, infrastructure is designed to be rapidly and repeatedly de-provisioned and re-provisioned automatically. New instances would be automatically provisioned and backups restored (if needed) in order to provide as seamless a transition as possible.
</p>
<p>In the case of individual servers, our standard infrastructure management activities provision and deprovision hundreds of servers daily without any customer impact. The redundancy and automated failover are happening continually without any of our users being able to notice.&nbsp;
</p>
<p><br>
</p>
<p><span></span>Above answer provided by the Security team.
</p>",string,,,
8,Security,,,,25,How often do you backup our data or would that be our responsibility?,,,,,"<p>HubSpot ensures data is replicated and backed up in multiple durable data-stores and retention periods depend on the nature of the data. The following policies have been implemented and enforced for data-protection: Customer (production) data is backed up leveraging multiple online replicas of data for immediate data protection however, point-in-time copies are also made for business continuity and restoration. All production databases have no less than 1 primary (master) and 1 replica (slave) copy of the data live at any given point in time. 7 days worth of backups are kept on any database in the same facility for local restoration. Replicas are taken and stored to a secondary facility or service no less often than daily and where practicable, real time replication is be used. All production data sets are stored on a distributed file storage facility like Amazon's S3.&nbsp;</p>
<p>&nbsp;</p>
<p>Source: Security team and <a href=""https://wiki.hubspotcentral.net/display/HSR/Security+Questions+from+Prospects+and+Customers"">WIKI</a>&nbsp;specifically the <a href=""https://www.hubspot.com/hubfs/security_documents/HubSpot_Security_Overview_v9.1_en.pdf"">Security Overview</a> document</p>
<p>&nbsp;</p>",string,,,
8,Security,,,,26,"If we hire external pen testers, are we required to let you know?",,,,,"<p>The HubSpot Terms of Service prohibits vulnerability scanning or penetration testing against the HubSpot products. Unauthorized vulnerability scanning outside of a controlled environment can create risks to your portal in the context of inadvertently changing content or having your access to it blocked, among other risks. The restriction in the Terms of Service exists to help ensure that you have a positive experience with our products and that we're able to quickly identify and support your requests and questions. In order to ensure the products and customers' data is safe, the HubSpot security team performs daily vulnerability scanning and quarterly penetration testing. Vulnerabilities and their impacts are identified and resolved on a constant basis, in a controlled environment, and as part of HubSpot's rapid development lifecycle.
</p>
<p>For customers who would like to test the protections built into the HubSpot platform using a fully-featured free trial, it is possible to test within the guidelines of our bug bounty program. For more info about HubSpot bug bounty and the guidelines, please visit <a href=""https://bugcrowd.com/hubspot"">https://bugcrowd.com/hubspot</a>&nbsp;
</p>
<p><br>
</p>
<p>Above answer provided by the Security Team.
</p>",string,,,
8,Security,,,,27,Security 2.0 Lunch & Learn,,,,se-skills-training,"<p style=""text-align: center""><strong><span style=""font-size: 18px"">Meeting Cliffnotes</span></strong>
</p>
<p><strong>Content:</strong>&nbsp;<a href=""/asset/133409?token=sARbaiC1KwoY5MLF6MQT2C%2BSMFkSrcMrIJf5CtTEGw8%3D"">Listen</a><br><strong>Presenter:</strong>&nbsp;Ryan Stinson & Heather Cannon<br><strong>Slack:</strong> @stinson @heatherc<br><strong>Email:</strong> <a href=""mailto:rstinson@hubspot.com"">rstinson@hubspot.com</a>&nbsp;& <a href=""mailto:hcannon@hubspot.com"">hcannon@hubspot.com</a>&nbsp;
</p>
<p><u>At-rest Encryption:</u>&nbsp;When data is stored on a hard drive in encrypted state;&nbsp;basically, even if a bad guy physically broke into amazon data center, ripped the hard drive out of the wall and ran away with it, the data would be encrypted/safe&nbsp;
</p>
<ul>
	<li>In-transit encryption is implemented right now via Akamai</li>
	<li>‘Origins’ = URLs where everything coming from Akamai goes</li>
	<li>Private/internal endpoints (when our private contacts endpoint talks to private forms endpoint) are not currently encrypted, target Q1 2018</li>
	<li>Working toward full implementation of this; backups starting to be encrypted at rest, target Q1 2018</li>
</ul>
<p><u>Cross-site Scripting and Injection Attacks:</u>
</p>
<ul>
	<li>Hackers will have a bunch of extra stuff attached to their requests (to enable breaking into file system, modifying HTML, SQL injection etc)
	<ul>
		<li>SQL injection = Injecting their own code into the request/query to the database; when the user browses to an application, the hacker can steal anything in the database and store in their own server</li>
		<li>Cross-site scripting = attacker is able to get that application to present HTML or JS of their own, and if they get the end user to go to the application, the attacker can control the users browser, steal information (passwords, cookies, anything really)</li>
	</ul></li>
	<li>WAF = Akamai has rules to detect and prevent requests when it matches their rules; we get 40-70 million attacks every month&nbsp;</li>
</ul>
<p><u>Database Backups:</u>
</p>
<ul>
	<li>Replication is continuous and backups run at least daily</li>
	<li>Everything gets backed up in a way that HubSpot can recover in the case of a catastrophic failure</li>
	<li>More common for customers to screw up their own data than it is for major failures to occur on our side that would require data backup</li>
	<li>SQL/Hbase gets backed up by ‘snapshots’ of the database as well as native backup features of each database
	<ul>
		<li>Snapshots retain the database schema, configuration etc as well as the data</li>
		<li>Native backups is raw data only</li>
	</ul></li>
</ul>
<p><u>Whats up with NDAs?</u>
</p>
<ul>
	<li>There isn’t necessarily anything confidential in our security documents that require a NDA</li>
	<li>Originally built to increase perception of our security data's value, not for protecting the data itself
	<ul>
		<li>Not a good use of time</li>
		<li>Hinders sales process with extra steps</li>
		<li>Next step — will only be putting out public facing documentation going forward</li>
	</ul></li>
	<li><a href=""/asset/133411?token=hQTxGqIJ3xpQfnF8E3NB2vf%2F%2FwHgd0IdQXU%2FzBFG5Nk%3D"">Common RFP Answers</a>&nbsp;--&nbsp;information maps to each of the well-recognized information security standards</li>
</ul>
<p><u>Data Center Location:</u>&nbsp;USA [US East 1]&nbsp;only right now, working on getting a data center for contacts in Germany
</p>
<p><u>Vulnerability Program:</u>
</p>
<ul>
	<li>Large organizations expect us to have some function that simulates attacks against our infrastructure</li>
	<li>Want to know what we do to figure out for ourselves whether there are security bugs and want to ’see proof’ that we do this</li>
	<li>What do we do?
	<ul>
		<li>We bring in third party penetration testing once a quarter</li>
		<li>We run a 'bug bounty' program, we invite security researchers from all over the world to create portals, find bugs, report back to us (and we offer rewards, monetary or otherwise)</li>
	</ul></li>
	<li>We don't publish vulnerability details or reports - not so much for security but because its a slippery slope with customers, they expect ongoing support from us to explain how we fix certain bugs, etc - and we aren’t set up to support the ongoing Q&A that results from sharing these details</li>
</ul>
<p><u>What’s the deal with SSO/SAML:</u>
</p>
<ul>
	<li>Example: OKTA</li>
	<li>Why companies want it:
	<ul>
		<li>Centralized control over all things they log into</li>
		<li>Easy for IT to manage access management for employees, revoke access, change roles, reset passwords</li>
		<li>Built into Microsoft active directory</li>
	</ul></li>
	<li>Competitive/market pressure:
	<ul>
		<li>Our competitors do offer this (SFDC does, Marketo has some more advanced features (block login by IP) but unclear if they have full SAML support)</li>
		<li>Bitium and OneLogin don't use SAML, but they do offer a ‘single sign on experience’ with HubSpot
		<ul>
			<li>auto populates HubSpot credentials to give a cleaner login experience</li>
			<li>not as secure authentication as SAML (it's simply storing passwords)</li>
			<li>company cannot revoke access when the session is done (if Mary leaves the company, her access cannot necessarily be revoked)</li>
		</ul></li>
		<li>We are considering exposing users/permissions via API to allow some level of integration, even if not full SAML</li>
	</ul></li>
	<li>We don't offer SAML and don’t plan to because:
	<ul>
		<li>We are trying to strategically drive the relationship between HubSpot and the end user directly, not via the company relationship (HubSpot and Mary/Michelle, not HubSpot and Mary/Michelle’s IT team/company)</li>
		<li>Problem with SAML is ‘when you want to log Mary into XYZ portal, you look at her system instead of HubSpot’s system’ > when Mary logs into other components (inbound.org, community, etc) these components need to know everything about her company as well</li>
		<li>Still a very small percentage of deals even within corporate where this is a deal breaker/deciding factor</li>
		<li>It's inconsistent with our brand push to give power back to Mary instead of making her reliant on her IT team</li>
	</ul></li>
</ul>
<p><u>IMAP Sales Integration:</u>
</p>
<ul>
	<li>Mostly for people using on premise mail servers</li>
	<li>Big security risk for IT teams / personas
	<ul>
		<li>IMAP doesn't deal well with being exposed directly to the internet and is not very well protected</li>
		<li>Log into IMAP same way as you log into VPN and other sensitive systems
		<ul>
			<li>As a result, we could have plaintext username/password and access their other business systems</li>
		</ul></li>
		<li>Not all companies expose IMAP anymore</li>
	</ul></li>
</ul>",string,,,
